station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-30,17:04:59,-18.962502,-21.049994,1014.2878,1024.2753,17.324999,10.909373,0.009999999,14.299995,50.050003,0,1,1,1,0,0,0
160880,2019-01-30,17:04:59,4.935485,0.8838707,1011.8615,1024.1029,5.690323,4.441936,0.0,0.09999997,50.274204,0,0,0,1,0,0,0
30260,2019-01-30,17:04:59,5.970968,3.6870975,1013.4195,1010.43896,23.629034,23.283875,0.32999995,0.0,50.312885,0,0,1,0,0,0,0
476290,2019-01-30,17:04:59,-2.1580644,-7.387099,1008.60297,1012.40027,37.048378,10.212903,0.049999986,0.0,50.093533,0,1,1,0,0,0,0
31590,2019-01-30,17:04:59,2.9218745,2.4812498,1048.8312,1037.7377,12.721878,11.815624,0.0,0.0,72.43126,0,0,0,0,0,0,0
523130,2019-01-30,17:04:59,-19.684381,-26.899998,924.09674,914.2972,47.175007,4.4375,0.0,0.0,49.18436,0,1,0,0,0,0,0
766793,2019-01-30,17:04:59,6.0806456,-6.929033,1003.3515,1004.6997,15.012906,10.887096,0.17000003,0.0,50.051605,0,0,1,0,0,0,0
727180,2019-01-30,17:04:59,-9.732261,-14.967739,1006.60315,1011.65784,27.993544,11.803225,0.070000015,41.199993,56.477425,0,1,1,1,0,0,0
766790,2019-01-30,17:04:59,2.7096772,-8.325809,780.5,1014.5,10.67742,6.4516134,0.0,0.0,69.787094,0,0,0,0,0,0,0
915650,2019-01-30,17:04:59,5.3258066,0.032258075,1038.4293,1007.5,27.722584,10.664515,0.0,0.0,26.758066,0,0,0,0,0,0,0
637140,2019-01-30,17:04:59,16.648388,3.0709684,991.1516,988.90643,24.751616,13.1645155,0.0,0.0,32.97743,0,0,0,0,0,0,0
524460,2019-01-30,17:04:59,-14.270969,-24.22258,939.23206,1035.9003,39.1742,11.464515,0.0,0.0,43.590317,0,1,0,0,0,0,0
548430,2019-01-30,17:04:59,-6.767743,-16.058065,1028.1385,1029.1255,17.935484,13.645164,0.009999999,0.0,60.087086,0,1,1,0,0,0,0
259270,2019-01-30,17:04:59,-13.874197,-17.390327,1003.5161,1009.8873,36.235485,14.209681,0.4099999,20.900003,66.11933,0,1,1,1,0,0,0
916990,2019-01-30,17:04:59,24.929026,23.367743,1015.70953,1011.09973,31.877417,23.632256,0.039999995,0.0,52.98387,0,0,1,0,0,0,0
319420,2019-01-30,17:04:59,-25.149996,-29.625006,995.8003,1019.09973,46.456245,4.353125,0.0,0.0,96.190636,0,1,0,0,0,0,0
206740,2019-01-30,17:04:59,-22.787497,-24.49062,1015.0,1015.3003,16.306248,27.434376,0.070000015,8.300001,50.959377,0,1,1,1,0,0,0
513790,2019-01-30,17:04:59,-22.85484,-26.425808,1022.8324,1038.6997,24.519361,7.4967737,0.009999999,0.0,51.28065,0,1,1,0,0,0,0
421110,2019-01-30,17:04:59,8.258064,3.0032263,937.59973,1016.29047,3.6483858,2.1032252,0.039999995,0.0,50.119343,0,0,1,0,0,0,0
408110,2019-01-30,17:04:59,9.535485,4.235484,1013.8003,1016.5,3.8096778,5.5322585,0.0,0.0,45.34839,0,0,0,0,0,0,0
349290,2019-01-30,17:04:59,-2.5806458,-5.1870975,1016.66736,1017.90027,8.941935,17.538712,0.10999996,1.5999995,50.648388,0,1,1,1,0,0,0
764120,2019-01-30,17:04:59,11.270969,4.0741944,1011.1997,1014.2874,15.500001,8.354838,0.0,0.0,15.5612955,0,0,0,0,0,0,0
273550,2019-01-30,17:04:59,-8.545158,-11.074194,1016.40027,1018.8003,18.380642,11.312903,0.070000015,6.800002,95.91613,0,1,1,1,0,0,0
764125,2019-01-30,17:04:59,13.112904,3.796775,1000.7775,993.44196,10.70968,8.261291,0.0,0.0,39.445164,0,0,0,0,0,0,0
30250,2019-01-30,17:04:59,6.2967744,3.835483,1007.9164,1012.355,28.14194,30.412907,0.0,0.0,61.712902,0,0,0,0,0,0,0
81840,2019-01-30,17:04:59,11.674998,6.3874993,1007.9315,1017.0,8.818748,8.7,0.31000006,0.0,50.056244,0,0,1,0,0,0,0
104700,2019-01-30,17:04:59,1.4499999,-0.9187502,1024.3531,1020.98755,5.915625,15.55625,0.21999992,0.0,73.43126,0,0,1,0,0,0,0
727170,2019-01-30,17:04:59,-5.1354837,-9.70968,1007.7032,1008.58057,22.725811,8.880645,0.14000003,21.335487,89.600006,0,1,1,1,0,0,0
93850,2019-01-30,17:04:59,1.4354836,-0.5741936,1006.5934,1014.8003,7.641937,13.599999,0.08999999,0.7999998,50.40322,0,0,1,1,0,0,0
262890,2019-01-30,17:04:59,-11.748389,-14.106451,1034.7097,1027.1803,9.135486,2.9903233,0.0,0.0,89.31291,0,1,0,0,0,0,0
206750,2019-01-30,17:04:59,-35.6375,-39.149994,1017.6467,1020.1246,21.84687,12.918753,0.0,10.700002,50.0375,0,1,0,1,0,0,0
723601,2019-01-30,17:04:59,-2.5,-11.358064,973.6096,1020.40027,30.274195,13.416127,0.08999999,0.0,72.34839,0,1,1,0,0,0,0
723600,2019-01-30,17:04:59,-4.758063,-13.52258,901.0129,1014.8649,16.022581,19.57742,0.009999999,0.0,50.219353,0,1,1,0,0,0,0
724930,2019-01-30,17:04:59,5.654838,1.4387094,1009.40027,1009.203,18.596777,14.5483885,0.039999995,0.0,78.52904,0,0,1,0,0,0,0
297560,2019-01-30,17:04:59,-23.122576,-27.89355,1002.5065,1037.2354,30.051615,1.0419357,0.08999999,5.600001,51.216133,0,1,1,1,0,0,0
488260,2019-01-30,17:04:59,11.706455,8.609675,1009.50964,1018.90027,6.841934,6.206451,0.0,0.0,66.55807,0,0,0,0,0,0,0
30240,2019-01-30,17:04:59,7.0548368,4.4548388,993.9936,1006.084,29.799997,33.370968,0.0,0.0,33.703228,0,0,0,0,0,0,0
724927,2019-01-30,17:04:59,0.8516127,-3.1032257,1024.6549,1021.90027,15.551617,8.138711,0.009999999,0.0,77.480644,0,0,1,0,0,0,0
724926,2019-01-30,17:04:59,2.8387098,-0.69677424,1008.4486,1012.6997,10.832258,9.732259,0.009999999,0.0,50.51936,0,0,1,0,0,0,0
157260,2019-01-30,17:04:59,-0.30322576,-6.112902,822.59973,821.46783,31.47097,10.658068,0.15999998,32.90001,65.95162,0,1,1,1,0,0,0
307410,2019-01-30,17:04:59,-22.519354,-24.841938,968.50006,1025.9421,29.119356,13.4096775,0.049999986,12.700003,84.2,0,1,1,1,0,0,0
29240,2019-01-30,17:04:59,-3.3451605,-5.4000006,1008.4516,1014.8003,14.0387125,7.812904,0.059999973,15.899996,56.280647,0,1,1,1,0,0,0
170220,2019-01-30,17:04:59,3.7870965,-2.412903,1015.52893,1018.1868,15.01613,14.458066,0.38000008,0.3999999,83.97097,0,0,1,1,0,0,0
171550,2019-01-30,17:04:59,2.0096774,-0.748387,898.9775,1012.219,13.751615,4.4709682,0.070000015,0.0,50.993546,0,0,1,0,0,0,0
247260,2019-01-30,17:04:59,-27.425806,-29.109678,1000.2614,993.02893,8.17742,8.732257,0.0,0.0,65.50968,0,1,0,0,0,0,0
42210,2019-01-30,17:04:59,-2.777419,-7.7193556,1000.40027,1004.59973,23.909676,13.88387,0.0,0.0,28.21936,0,1,0,0,0,0,0
121250,2019-01-30,17:04:59,-2.0258071,-4.0709686,1034.5386,1022.5,7.574193,12.967746,0.15999998,3.0999992,76.63869,0,1,1,1,0,0,0
423790,2019-01-30,17:04:59,11.906453,7.1806474,1047.2612,1017.1997,5.3354845,5.4516134,0.0,0.0,91.20321,0,0,0,0,0,0,0
724920,2019-01-30,17:04:59,2.4032257,-0.6806452,1017.9936,1019.09973,19.599998,8.916129,0.09999997,0.0,50.509678,0,0,1,0,0,0,0
724917,2019-01-30,17:04:59,4.690323,0.8193548,1015.14166,1020.18365,29.79677,8.690324,0.08999999,0.0,72.69355,0,0,1,0,0,0,0
724916,2019-01-30,17:04:59,1.56129,-5.8290315,999.0968,1019.4323,31.42258,11.37419,0.0,0.0,16.309675,0,0,0,0,0,0,0
30230,2019-01-30,17:04:59,7.4516125,4.6483884,985.6582,988.1516,8.632257,49.06452,0.2600001,0.0,58.819374,0,0,1,0,0,0,0
724915,2019-01-30,17:04:59,4.9774194,0.28387108,1006.3713,1007.545,21.993551,11.096772,0.059999973,0.0,90.932236,0,0,1,0,0,0,0
157250,2019-01-30,17:04:59,-3.0562494,-9.09375,807.10913,802.22504,33.68437,12.796874,0.0,21.334377,96.950005,0,1,0,1,0,0,0
970480,2019-01-30,17:04:59,22.006258,17.843754,1033.078,1009.15594,9.975001,5.5062494,0.0,0.0,8.974998,0,0,0,0,0,0,0
915680,2019-01-30,17:04:59,12.258066,9.8129015,1016.7518,1009.8229,22.522581,13.390324,1.2900006,0.0,50.03548,0,0,1,0,0,0,0
42200,2019-01-30,17:04:59,-11.349998,-13.831252,1002.90027,1006.2971,29.9125,16.418747,0.10999996,13.5,50.190617,0,1,1,1,0,0,0
