station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-30,17:12:59,-18.9,-21.099998,1014.91,1023.83997,17.3,10.850001,0.009999999,14.4,50.250004,0,1,1,1,0,0,0
160880,2019-01-30,17:12:59,5.011111,0.5444444,1011.7999,1024.1,4.4,4.5,0.0,0.10000001,51.04445,0,0,0,1,0,0,0
30260,2019-01-30,17:12:59,5.8399997,3.56,1012.82996,1010.5,25.23,21.16,0.32999998,0.0,50.680004,0,0,1,0,0,0,0
476290,2019-01-30,17:12:59,-2.166667,-7.5222225,1008.51105,1012.4555,38.222225,8.900001,0.050000004,0.0,50.433334,0,1,1,0,0,0,0
31590,2019-01-30,17:12:59,2.8333335,2.3888888,1035.1888,1037.0221,12.6444435,11.111111,0.0,0.0,72.65555,0,0,0,0,0,0,0
523130,2019-01-30,17:12:59,-19.0,-26.43333,924.55554,914.94446,46.444443,0.6888889,0.0,0.0,50.08889,0,1,0,0,0,0,0
766793,2019-01-30,17:12:59,5.933333,-7.1666665,1001.48895,1004.55554,15.177776,10.655556,0.16999999,0.0,50.622227,0,0,1,0,0,0,0
727180,2019-01-30,17:12:59,-9.788888,-14.888889,1007.4667,1009.9778,27.711113,10.088889,0.07,41.5,57.433334,0,1,1,1,0,0,0
915650,2019-01-30,17:12:59,5.111111,0.10000001,1039.0778,1007.5,28.822222,10.9777775,0.0,0.0,26.266666,0,0,0,0,0,0,0
766790,2019-01-30,17:12:59,2.6666667,-8.266666,780.5,1014.5,12.133332,5.6111107,0.0,0.0,68.87778,0,0,0,0,0,0,0
637140,2019-01-30,17:12:59,15.230001,1.5600001,994.57996,981.2301,24.9,12.910001,0.0,0.0,32.18,0,0,0,0,0,0,0
524460,2019-01-30,17:12:59,-14.389999,-24.25,939.1,1036.0999,39.04,11.689999,0.0,0.0,42.42,0,1,0,0,0,0,0
548430,2019-01-30,17:12:59,-6.633333,-15.833333,1027.8556,1029.2001,18.333334,13.088888,0.009999999,0.0,58.15556,0,1,1,0,0,0,0
259270,2019-01-30,17:12:59,-13.69,-17.06,1003.3299,1009.7899,36.829994,18.15,0.42000002,21.100002,66.1,0,1,1,1,0,0,0
916990,2019-01-30,17:12:59,24.566668,23.333332,1012.7888,1011.10004,32.22222,23.866667,0.039999995,0.0,51.977776,0,0,1,0,0,0,0
319420,2019-01-30,17:12:59,-24.911112,-29.733334,995.7999,1019.10004,45.022224,4.4444447,0.0,0.0,95.333336,0,1,0,0,0,0,0
206740,2019-01-30,17:13:00,-22.818182,-24.381817,1015.0,1015.4,18.727272,26.854546,0.07,8.400001,50.809086,0,1,1,1,0,0,0
513790,2019-01-30,17:12:59,-22.899998,-26.14,1022.8499,1038.8099,25.75,7.8799996,0.009999999,0.0,51.180004,0,1,1,0,0,0,0
421110,2019-01-30,17:12:59,8.160001,3.28,937.6,1016.2999,6.0799994,1.6000001,0.039999995,0.0,50.42,0,0,1,0,0,0,0
408110,2019-01-30,17:12:59,9.6,4.1000004,1013.7999,1016.5,4.5,6.911112,0.0,0.0,44.74445,0,0,0,0,0,0,0
349290,2019-01-30,17:12:59,-2.8600001,-5.3999996,1016.9601,1018.0,7.5799994,21.46,0.11,1.6000001,51.249992,0,1,1,1,0,0,0
764120,2019-01-30,17:12:59,11.166668,4.088889,1011.2001,1014.2001,16.722221,9.555555,0.0,0.0,16.011112,0,0,0,0,0,0,0
273550,2019-01-30,17:12:59,-8.633333,-11.144444,1016.39996,1018.89996,17.92222,12.311111,0.07,6.9000006,95.01111,0,1,1,1,0,0,0
764125,2019-01-30,17:12:59,12.9333315,3.622222,1000.1556,991.19995,10.466666,3.7777777,0.0,0.0,39.74445,0,0,0,0,0,0,0
30250,2019-01-30,17:12:59,6.355556,3.733333,1008.3444,1012.32214,23.822222,31.244446,0.0,0.0,61.744446,0,0,0,0,0,0,0
81840,2019-01-30,17:12:59,11.9,6.1800003,1008.05994,1017.0,10.13,11.41,0.30999997,0.0,50.5,0,0,1,0,0,0,0
104700,2019-01-30,17:12:59,1.3666667,-1.011111,1023.39996,1020.9222,6.644444,14.1,0.22000001,0.0,71.933334,0,0,1,0,0,0,0
727170,2019-01-30,17:12:59,-5.04,-9.570002,1006.7,1007.2301,22.47,12.07,0.14,21.5,89.98,0,1,1,1,0,0,0
93850,2019-01-30,17:12:59,1.2999998,-0.73333335,1008.6667,1014.7999,4.8444443,14.599999,0.09,0.8000001,50.011112,0,0,1,1,0,0,0
262890,2019-01-30,17:12:59,-11.655555,-13.755555,1039.7333,1027.4445,8.344445,2.822222,0.0,0.0,89.52222,0,1,0,0,0,0,0
206750,2019-01-30,17:13:00,-34.909092,-38.809093,1017.4637,1020.1,22.42727,12.563636,0.0,10.800002,51.02728,0,1,0,1,0,0,0
723601,2019-01-30,17:12:59,-2.4333334,-11.466667,974.8444,1020.39996,29.211111,11.28889,0.09,0.0,72.16666,0,1,1,0,0,0,0
723600,2019-01-30,17:12:59,-4.766667,-13.833333,900.9111,1015.7001,16.211113,21.68889,0.009999999,0.0,50.22222,0,1,1,0,0,0,0
724930,2019-01-30,17:12:59,5.5666666,1.1666665,1009.39996,1009.2999,18.6,13.666667,0.039999995,0.0,78.38889,0,0,1,0,0,0,0
297560,2019-01-30,17:12:59,-22.5,-27.822222,1002.51105,1038.0221,31.666666,0.46666664,0.09,5.7000003,50.8,0,1,1,1,0,0,0
488260,2019-01-30,17:12:59,11.555555,8.533334,1009.60004,1018.7999,6.588888,5.3888893,0.0,0.0,67.0,0,0,0,0,0,0,0
30240,2019-01-30,17:12:59,7.0200005,4.4000006,994.66003,1009.11005,31.369999,38.329998,0.0,0.0,33.090004,0,0,0,0,0,0,0
724927,2019-01-30,17:12:59,0.84000003,-3.5100002,1024.37,1021.9,15.589999,10.2300005,0.009999999,0.0,76.55,0,0,1,0,0,0,0
724926,2019-01-30,17:12:59,2.86,-0.42,1007.73,1012.7001,10.5,9.78,0.009999999,0.0,51.140003,0,0,1,0,0,0,0
157260,2019-01-30,17:12:59,-0.32,-6.4399996,822.41,820.45996,30.62,9.36,0.15999998,33.100002,67.52,0,1,1,1,0,0,0
29240,2019-01-30,17:12:59,-3.2333333,-5.4666667,1006.7888,1014.7001,14.266667,6.488889,0.059999995,16.1,56.399998,0,1,1,1,0,0,0
307410,2019-01-30,17:12:59,-22.277779,-24.533333,967.7334,1026.3333,28.711111,11.133333,0.050000004,12.800001,83.81111,0,1,1,1,0,0,0
170220,2019-01-30,17:12:59,3.3444445,-3.033333,1015.58887,1017.89996,15.400001,17.088888,0.39,0.40000004,85.54445,0,0,1,1,0,0,0
171550,2019-01-30,17:12:59,1.5666667,-1.0666667,898.8444,1012.0,18.633335,4.011111,0.07,0.0,51.566666,0,0,1,0,0,0,0
247260,2019-01-30,17:12:59,-26.93333,-28.800001,1000.2999,994.6223,7.144444,8.900001,0.0,0.0,65.977776,0,1,0,0,0,0,0
42210,2019-01-30,17:12:59,-0.9999999,-5.8333335,1000.2999,1004.5,21.255554,14.800001,0.0,0.0,27.766668,0,1,0,0,0,0,0
121250,2019-01-30,17:12:59,-2.22,-4.4900002,1035.6399,1022.6,9.38,11.820001,0.15999998,3.1000001,74.950005,0,1,1,1,0,0,0
724920,2019-01-30,17:12:59,2.36,-0.4599999,1018.1,1019.0,20.91,7.4600005,0.10000001,0.0,51.49,0,0,1,0,0,0,0
423790,2019-01-30,17:12:59,11.966666,6.8333335,1038.4667,1017.13336,7.855556,3.7333336,0.0,0.0,91.922226,0,0,0,0,0,0,0
724917,2019-01-30,17:12:59,4.7,0.67999995,1014.00995,1020.30994,27.89,4.37,0.09000001,0.0,74.0,0,0,1,0,0,0,0
724916,2019-01-30,17:12:59,1.5600002,-6.11,1006.81006,1019.00995,35.519997,11.150001,0.0,0.0,16.21,0,0,0,0,0,0,0
724915,2019-01-30,17:12:59,4.98,2.9802323E-9,1006.1,1006.44006,21.610003,12.910001,0.059999995,0.0,90.42,0,0,1,0,0,0,0
30230,2019-01-30,17:12:59,7.233334,4.477778,990.8444,991.2221,7.5999994,56.6,0.26,0.0,59.922222,0,0,1,0,0,0,0
157250,2019-01-30,17:12:59,-3.0600002,-9.05,807.10004,803.8301,34.94,13.43,0.0,21.5,97.54,0,1,0,1,0,0,0
970480,2019-01-30,17:12:59,21.64,17.64,1032.59,1009.1,8.64,4.45,0.0,0.0,7.8200006,0,0,0,0,0,0,0
915680,2019-01-30,17:12:59,12.21111,9.78889,1017.96655,1009.98895,21.966665,13.500001,1.3000001,0.0,51.699997,0,0,1,0,0,0,0
42200,2019-01-30,17:12:59,-8.14,-10.3,1002.9,1006.2999,30.659998,15.589999,0.11,13.6,50.32,0,1,1,1,0,0,0
160840,2019-01-30,17:12:59,4.8799996,-0.85,1007.84,1013.36,4.46,4.7,0.059999995,1.3000001,50.28,0,0,1,1,0,0,0
104740,2019-01-30,17:12:59,0.44,-1.15,1018.38,1022.2999,4.1400003,8.750001,0.059999995,0.0,64.55,0,0,1,0,0,0,0
727140,2019-01-30,17:12:59,-10.309999,-16.55,1003.41,1012.1001,21.67,5.6899996,0.14,51.0,98.37001,0,1,1,1,0,0,0
20890,2019-01-30,17:12:59,-1.1000001,-4.2799997,993.86,1025.2001,38.769997,29.490002,0.0,0.0,74.1,0,1,0,0,0,0,0
146540,2019-01-30,17:12:59,2.1,1.6200001,947.7001,1023.97003,0.10000001,2.33,0.0,0.6999999,51.0,0,0,0,1,0,0,0
547140,2019-01-30,17:12:59,-7.2999997,-17.966667,1030.1665,1029.7999,17.644445,7.055556,0.0,0.0,8.666667,0,1,0,0,0,0,0
766753,2019-01-30,17:12:59,0.6777777,-6.3444448,1009.10004,1011.5,9.244445,2.5111113,0.11999999,0.0,50.544445,0,0,1,0,0,0,0
