station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-23,21:03:59,-23.659996,1025.6995,1030.1602,19.395,10.859998,0.029999979,18.099989,50.246685,-20.720005,352,1,1,1,0,0,0
160880,2019-01-23,21:03:59,-2.1733344,1011.2889,1022.9211,5.623332,6.991666,0.22000004,0.19999988,50.441685,-0.051666655,37,1,1,1,0,0,0
30260,2019-01-23,21:03:59,0.27500015,1006.74347,1008.2569,19.398333,29.829996,0.3899999,0.09999994,74.35666,2.5166664,76,0,1,1,0,0,0
476290,2019-01-23,21:03:59,-11.280004,1009.50336,1013.1797,36.863342,12.881666,0.18000004,0.0,50.168343,-4.5799985,214,1,1,0,0,0,0
31590,2019-01-23,21:03:59,2.27,1000.8054,1027.6995,19.713326,15.94,0.0,0.0,51.498306,2.7100005,48,0,0,0,0,0,0
523130,2019-01-23,21:03:59,-27.525015,930.1155,919.1551,54.223324,4.9100003,0.11000002,0.0,50.72499,-21.686663,182,1,1,0,0,0,0
766793,2019-01-23,21:03:59,-8.053334,1000.00305,1004.7732,14.544999,9.746668,0.0,0.0,6.5049973,4.651668,7,0,0,0,0,0,0
727180,2019-01-23,21:03:59,-20.170008,1005.2432,1006.6317,3.4016662,37.653336,1.4899999,79.76332,59.05833,-16.450008,186,1,1,1,0,0,0
915650,2019-01-23,21:03:59,18.375004,993.1336,1003.6006,21.13667,3.634999,0.36000007,0.0,75.045,19.219997,145,0,1,0,0,0,0
766790,2019-01-23,21:03:59,-7.193332,780.1995,1013.6006,13.133331,11.416662,0.01999999,0.0,50.094986,3.5866656,30,0,1,0,0,0,0
637140,2019-01-23,21:03:59,1.7449993,1004.53845,992.4518,21.345,11.871667,0.0,0.0,62.19167,16.278337,186,0,0,0,0,0,0
524460,2019-01-23,21:03:59,-21.869995,937.9883,1035.2012,39.30833,8.7266655,0.01999999,0.0,70.82,-12.629998,256,1,1,0,0,0,0
