station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-23,21:08:59,-23.498333,1025.8389,1029.552,18.68833,13.438334,0.029999979,18.124994,50.27669,-20.814999,350,1,1,1,0,0,0
160880,2019-01-23,21:08:59,-2.068334,1011.45276,1022.94336,5.4333344,8.3116665,0.22000004,0.19999988,50.114994,-0.05999998,43,1,1,1,0,0,0
30260,2019-01-23,21:08:59,0.32000005,1006.63214,1008.2266,19.486658,28.581667,0.39999977,0.09999994,74.27834,2.513333,67,0,1,1,0,0,0
476290,2019-01-23,21:08:59,-11.293331,1009.42993,1013.2228,35.308334,14.061669,0.18416654,0.0,50.264996,-4.534998,216,1,1,0,0,0,0
31590,2019-01-23,21:08:59,2.1666665,1000.75684,1027.6995,20.443336,18.746668,0.0,0.0,51.45836,2.713334,60,0,0,0,0,0,0
523130,2019-01-23,21:08:59,-27.40665,929.7885,923.5784,53.591652,4.206666,0.11000002,0.0,50.82833,-21.573332,181,1,1,0,0,0,0
766793,2019-01-23,21:08:59,-8.149996,999.88,1005.11395,14.544997,12.703334,0.0,0.0,6.981666,4.6533346,4,0,0,0,0,0,0
727180,2019-01-23,21:08:59,-20.190004,1003.07825,1007.3315,1.9949998,37.408333,1.5,80.08671,59.543335,-16.360004,178,1,1,1,0,0,0
915650,2019-01-23,21:08:59,18.189995,994.7648,1003.4479,20.936663,3.739999,0.36000007,0.0,75.03334,19.15166,151,0,1,0,0,0,0
766790,2019-01-23,21:08:59,-7.3066664,780.3005,1013.6006,14.468334,10.315001,0.01999999,0.0,50.558327,3.613332,22,0,1,0,0,0,0
637140,2019-01-23,21:08:59,1.5816662,1005.5633,991.3881,20.278341,11.468332,0.0,0.0,62.731647,16.216663,179,0,0,0,0,0,0
524460,2019-01-23,21:08:59,-21.79334,937.95996,1035.3005,38.843338,8.155,0.01999999,0.0,70.26833,-12.681663,253,1,1,0,0,0,0
548430,2019-01-23,21:08:59,-9.976666,1026.4713,1028.3994,15.878333,11.721668,0.01999999,0.0,50.181667,-2.658333,94,1,1,0,0,0,0
916990,2019-01-23,21:08:59,21.510006,982.18024,1009.1536,48.625,18.198332,0.0,0.0,59.104992,24.320011,304,0,0,0,0,0,0
259270,2019-01-23,21:08:59,-13.055004,1005.718,1006.6056,31.87833,29.18667,0.07999996,21.0,50.458336,-10.205003,229,1,1,1,0,0,0
319420,2019-01-23,21:08:59,-16.989998,1042.3416,1004.1451,51.224983,17.245,0.18000004,0.0,66.35166,-13.220003,117,1,1,0,0,0,0
206740,2019-01-23,21:08:59,-29.685005,1008.3017,1010.74304,13.156668,29.231665,0.09999994,9.100002,51.149982,-27.753334,207,1,1,1,0,0,0
513790,2019-01-23,21:08:59,-23.2,1021.7653,1038.7029,25.061657,8.618334,0.01999999,0.0,50.628338,-20.025,37,1,1,0,0,0,0
408110,2019-01-23,21:08:59,2.8683333,1013.80054,1016.5,10.795004,0.92333347,0.0,0.0,70.60832,8.035,98,0,0,0,0,0,0
421110,2019-01-23,21:08:59,0.67166644,936.1072,1015.19946,7.0183325,4.070002,0.9241668,0.0,51.141655,4.653334,262,0,1,0,0,0,0
349290,2019-01-23,21:08:59,-6.638332,1013.17346,1019.7182,12.283332,15.144999,0.45999962,1.8416669,50.209995,-4.0566683,133,1,1,1,0,0,0
764120,2019-01-23,21:08:59,-3.2250013,1011.8994,1015.4011,17.2,9.853334,0.0,0.0,57.40501,4.9683332,76,0,0,0,0,0,0
273550,2019-01-23,21:08:59,-15.561676,1013.69946,1018.1962,18.454996,12.724995,0.07999996,6.0,50.825,-13.331667,192,1,1,1,0,0,0
