station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-23,21:07:59,-23.666662,1025.8419,1029.687,19.085005,13.094999,0.029999979,18.099989,50.465008,-20.699995,351,1,1,1,0,0,0
160880,2019-01-23,21:07:59,-2.1733344,1011.5,1022.96606,5.6233335,8.103337,0.22000004,0.19999988,50.360004,-0.05333332,40,1,1,1,0,0,0
30260,2019-01-23,21:07:59,0.2533334,1006.57556,1008.0407,19.72167,29.671661,0.39999977,0.09999994,74.70336,2.506667,70,0,1,1,0,0,0
476290,2019-01-23,21:07:59,-11.055002,1009.4426,1013.2452,35.803337,13.614999,0.18000004,0.0,50.098343,-4.564998,219,1,1,0,0,0,0
31590,2019-01-23,21:07:59,2.2133338,1000.7717,1027.6995,19.835003,17.755003,0.0,0.0,51.353336,2.683334,59,0,0,0,0,0,0
523130,2019-01-23,21:07:59,-27.625011,929.8704,922.4815,53.966675,4.205001,0.11000002,0.0,50.731674,-21.546663,181,1,1,0,0,0,0
766793,2019-01-23,21:07:59,-8.024996,1000.2835,1005.06683,14.703329,11.881664,0.0,0.0,6.801667,4.653334,5,0,0,0,0,0,0
727180,2019-01-23,21:07:59,-20.290005,1002.47656,1008.06,2.3216665,37.790005,1.5,80.0,59.52668,-16.414999,178,1,1,1,0,0,0
915650,2019-01-23,21:07:59,18.361666,993.7931,1003.5017,21.551672,3.273333,0.36000007,0.0,74.639984,19.198328,154,0,1,0,0,0,0
766790,2019-01-23,21:07:59,-6.9666657,780.3005,1013.6006,15.039998,10.54,0.01999999,0.0,50.509987,3.5866659,25,0,1,0,0,0,0
637140,2019-01-23,21:07:59,1.7799996,1005.83325,991.6584,20.088331,11.390001,0.0,0.0,62.866676,16.099993,181,0,0,0,0,0,0
524460,2019-01-23,21:07:59,-21.676672,937.9831,1035.3005,39.361675,8.314998,0.01999999,0.0,70.23498,-12.619997,254,1,1,0,0,0,0
548430,2019-01-23,21:07:59,-9.995,1026.55,1028.3994,16.333334,11.431667,0.01999999,0.0,50.49331,-2.5916665,89,1,1,0,0,0,0
916990,2019-01-23,21:07:59,21.530005,982.31213,1009.1652,49.22166,18.023336,0.0,0.0,58.580017,24.32001,305,0,0,0,0,0,0
259270,2019-01-23,21:07:59,-13.010003,1005.58026,1006.6087,31.531666,28.43333,0.07999996,20.943335,50.77168,-10.205003,230,1,1,1,0,0,0
319420,2019-01-23,21:07:59,-17.019999,1042.2084,1003.9544,50.24835,17.038338,0.18000004,0.0,66.10167,-13.260004,117,1,1,0,0,0,0
206740,2019-01-23,21:07:59,-29.650007,1008.26355,1010.80054,13.236663,29.138336,0.09999994,9.100002,51.37834,-27.700003,208,1,1,1,0,0,0
513790,2019-01-23,21:07:59,-23.3,1021.7717,1038.7178,25.149998,8.23,0.01999999,0.0,50.45333,-20.0,38,1,1,0,0,0,0
408110,2019-01-23,21:07:59,2.905,1013.80054,1016.5,10.615003,0.78333336,0.0,0.0,70.43332,8.058331,101,0,0,0,0,0,0
421110,2019-01-23,21:07:59,0.51999986,936.19946,1015.19946,6.9333334,4.0249987,0.91999924,0.0,51.04166,4.6400003,262,0,1,0,0,0,0
349290,2019-01-23,21:07:59,-6.6383314,1012.8431,1019.6879,11.95,14.988334,0.45999962,1.8000009,50.11167,-4.0516677,130,1,1,1,0,0,0
764120,2019-01-23,21:07:59,-3.3500016,1011.8994,1015.4582,17.123331,9.713334,0.0,0.0,57.886673,5.0133333,74,0,0,0,0,0,0
273550,2019-01-23,21:07:59,-15.528342,1013.64996,1018.19946,17.958338,13.168335,0.07999996,6.0,50.891666,-13.349999,193,1,1,1,0,0,0
764125,2019-01-23,21:07:59,-1.973333,1000.20667,975.9066,12.954999,6.223332,0.0,0.0,36.726646,5.669999,339,0,0,0,0,0,0
30250,2019-01-23,21:07:59,0.5850001,1015.81836,1008.35803,26.931673,34.633335,0.0,0.0,5.0683312,3.4516656,327,0,0,0,0,0,0
81840,2019-01-23,21:07:59,-0.7416669,1004.7872,1017.03656,9.105001,8.256665,0.18000004,0.0,50.120003,4.029998,354,0,1,0,0,0,0
104700,2019-01-23,21:07:59,-3.5083313,1018.57227,1016.5,5.379997,18.171669,0.15999992,0.0,50.21167,-1.5549995,131,1,1,0,0,0,0
727170,2019-01-23,21:07:59,-10.203335,1001.1467,1000.09344,23.82,12.246667,0.45000023,62.600037,51.086678,-5.8050003,359,1,1,1,0,0,0
93850,2019-01-23,21:07:59,-2.7900004,1017.80804,1014.19617,4.890001,12.519998,0.119999915,1.0999993,51.36835,-1.0999993,223,1,1,1,0,0,0
262890,2019-01-23,21:07:59,-11.944998,1002.8284,1017.69666,8.331666,19.136667,0.09000002,0.0,51.17833,-9.308335,269,1,1,0,0,0,0
206750,2019-01-23,21:07:59,-36.519997,1043.8994,1046.1995,22.908342,25.576662,0.0,13.200007,50.184982,-32.320007,5,1,0,1,0,0,0
723601,2019-01-23,21:07:59,-7.5933332,983.29004,1016.7464,32.783337,18.660002,0.009999995,0.0,90.55832,-0.30000004,40,1,1,0,0,0,0
723600,2019-01-23,21:07:59,-12.030003,908.64453,1018.3386,13.375001,20.469997,0.0,0.0,85.47334,-2.1133344,216,1,0,0,0,0,0
724930,2019-01-23,21:07:59,0.14999996,1010.19946,1008.46,18.09,12.11,0.069999985,0.0,50.256657,3.7600005,268,0,1,0,0,0,0
297560,2019-01-23,21:07:59,-27.059998,1028.2014,1025.218,38.489998,9.506669,0.0,1.8000009,61.711662,-19.661669,52,1,0,1,0,0,0
488260,2019-01-23,21:07:59,8.024996,1010.0,1017.19946,7.365002,9.014998,0.07999996,0.0,51.85335,10.768335,68,0,1,0,0,0,0
30240,2019-01-23,21:07:59,1.7550002,986.2652,967.65015,15.513332,74.30335,0.0,0.0,36.671658,3.9549992,306,0,0,0,0,0,0
724927,2019-01-23,21:07:59,-3.4200006,1019.1964,1020.0216,12.675002,6.156668,0.09000002,0.0,51.59667,1.053333,332,0,1,0,0,0,0
724926,2019-01-23,21:07:59,-1.3783336,1011.2719,1014.43823,11.556667,10.818335,0.069999985,0.0,76.6317,2.8466673,319,0,1,0,0,0,0
157260,2019-01-23,21:07:59,-12.049998,820.9329,817.6767,14.356665,13.749998,0.07999996,24.80001,91.19502,-8.449999,237,1,1,1,0,0,0
307410,2019-01-23,21:07:59,-14.763331,967.62836,1034.079,40.773335,11.950001,0.009999995,19.7,77.63168,-12.33666,32,1,1,1,0,0,0
29240,2019-01-23,21:07:59,-13.2733345,1009.83185,1009.0752,13.651663,7.9866686,0.11000002,14.900008,95.48828,-11.54166,196,1,1,1,0,0,0
170220,2019-01-23,21:07:59,-2.0833344,1017.0446,1020.69946,13.55333,9.745001,0.13000008,0.19999988,98.60169,4.1300006,241,0,1,1,0,0,0
171550,2019-01-23,21:07:59,-8.433338,902.4516,1019.0565,16.176664,6.439997,0.79999954,8.700006,95.56003,-6.913337,138,1,1,1,0,0,0
247260,2019-01-23,21:07:59,-18.613335,999.47815,998.2683,8.101668,15.24833,0.0,0.0,56.810017,-17.310003,14,1,0,0,0,0,0
42210,2019-01-23,21:07:59,-12.50334,1003.0,1007.1945,26.976667,13.276668,0.0,0.0,50.749996,-4.953332,18,1,0,0,0,0,0
121250,2019-01-23,21:07:59,-4.1933317,1009.4799,1015.19617,6.596665,10.963335,0.059999958,0.09999994,50.106667,-2.0,339,1,1,1,0,0,0
423790,2019-01-23,21:07:59,3.66,1032.0533,1017.5956,0.92166656,2.8883328,0.0,0.0,20.088327,9.310001,308,0,0,0,0,0,0
724920,2019-01-23,21:07:59,-1.6499991,1020.5,1021.30054,19.908327,9.378332,0.19999988,0.0,69.68333,2.2616665,249,0,1,0,0,0,0
724917,2019-01-23,21:07:59,-1.9800001,1019.5432,1019.48474,28.81001,11.348333,0.119999915,0.0,88.91837,2.5833328,285,0,1,0,0,0,0
724916,2019-01-23,21:07:59,-3.0416675,1014.7001,1021.05566,48.01667,9.709997,0.0,0.0,95.81498,3.4483328,248,0,0,0,0,0,0
30230,2019-01-23,21:07:59,2.5666683,1007.0,1006.3829,13.120007,57.711666,0.4016665,0.0,66.78999,3.9650023,35,0,1,0,0,0,0
724915,2019-01-23,21:07:59,-1.1333327,1008.52875,1006.9834,24.353334,10.138332,0.09000002,0.0,50.36165,3.5449982,55,0,1,0,0,0,0
157250,2019-01-23,21:07:59,-18.828337,814.26715,821.8701,40.983334,7.2699995,0.0,31.800018,64.35334,1.1433332,195,0,0,1,0,0,0
970480,2019-01-23,21:07:59,3.538331,979.9451,1007.4983,7.6533313,7.239999,0.0,0.0,61.94332,6.26,281,0,0,0,0,0,0
915680,2019-01-23,21:07:59,17.431671,1007.81116,1007.94934,24.585001,14.428335,0.18000004,0.0,50.920002,20.503336,273,0,1,0,0,0,0
42200,2019-01-23,21:07:59,-11.433339,1000.988,1002.7365,31.625004,18.075,0.04999997,17.200008,50.583332,-8.246668,118,1,1,1,0,0,0
160840,2019-01-23,21:07:59,-4.7299986,1002.37305,1012.7415,8.606669,5.6333337,0.009999995,0.0,50.240013,-1.7450004,26,1,1,0,0,0,0
104740,2019-01-23,21:07:59,-5.1416636,1017.35376,1020.33887,5.593332,9.141668,0.04999997,0.0,51.25335,-2.7466667,312,1,1,0,0,0,0
727140,2019-01-23,21:07:59,-29.879986,1007.09515,1016.1684,28.486668,30.206669,0.13000008,65.04337,93.64501,-24.660006,123,1,1,1,0,0,0
20890,2019-01-23,21:07:59,-5.5466685,987.2666,999.44495,39.513332,41.241673,0.03999998,0.0,50.165016,-3.7449996,72,1,1,0,0,0,0
146540,2019-01-23,21:07:59,-19.919996,956.9049,1037.0952,17.876669,8.838332,0.069999985,5.3999968,50.705,-12.62667,64,1,1,1,0,0,0
766753,2019-01-23,21:07:59,-7.2500024,1007.1568,1011.99817,6.528332,6.413333,0.4300002,0.0,72.62667,0.19999988,25,0,1,0,0,0,0
547140,2019-01-23,21:07:59,-13.745004,1028.3083,1028.1995,14.181664,6.9849987,0.01999999,0.0,50.484978,-4.755,352,1,1,0,0,0,0
601150,2019-01-23,21:07:59,-1.0400001,1016.468,1023.69946,16.51,12.243333,0.01999999,0.0,59.511677,4.74,208,0,1,0,0,0,0
741450,2019-01-23,21:07:59,-26.550005,978.1471,1009.94037,22.510002,4.771667,0.22000004,24.589987,92.53166,-24.53501,56,1,1,1,0,0,0
30220,2019-01-23,21:07:59,0.6866667,1014.2031,1004.6006,24.439997,28.525,0.27999994,0.19999988,66.60498,2.7699988,205,0,1,1,0,0,0
115400,2019-01-23,21:07:59,-0.066666685,952.95154,1014.71484,20.103333,14.823332,0.0,0.0,41.821674,4.099999,26,0,0,0,0,0,0
128700,2019-01-23,21:07:59,-14.283326,988.2313,1015.59985,36.69667,8.951666,0.0,1.8000009,90.41162,-7.079996,205,1,0,1,0,0,0
727135,2019-01-23,21:07:59,-6.8199997,1006.68024,1015.0317,12.121667,9.245,0.07999996,0.0,54.51501,-1.6400006,199,1,1,0,0,0,0
285520,2019-01-23,21:07:59,-19.189999,1018.2802,1021.2821,10.725,11.543329,0.029999979,13.0,51.648357,-16.62501,232,1,1,1,0,0,0
