station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-23,20:54:59,-23.916664,1025.3783,1030.2279,20.051668,10.788333,0.029999979,17.92334,50.06167,-21.033335,341,1,1,1,0,0,0
160880,2019-01-23,20:54:59,-2.1937506,1011.39355,1023.31915,4.1624994,4.7437496,0.21999998,0.19999991,50.395847,-0.03958334,32,1,1,1,0,0,0
30260,2019-01-23,20:54:59,0.3166668,1006.9096,1007.9719,18.065,27.621672,0.3899999,0.09999994,73.37499,2.5033336,70,0,1,1,0,0,0
476290,2019-01-23,20:54:59,-11.300006,1009.48505,1013.20966,36.686684,11.176667,0.18000004,0.0,50.065018,-4.5499983,212,1,1,0,0,0,0
31590,2019-01-23,20:54:59,2.242373,1000.8994,1027.6995,17.049156,18.525423,0.0,0.0,50.871174,2.7881353,45,0,0,0,0,0,0
523130,2019-01-23,20:54:59,-27.749987,930.4883,917.8331,55.251682,5.603336,0.11000002,0.0,50.183315,-21.958338,171,1,1,0,0,0,0
766793,2019-01-23,20:54:59,-7.973333,999.1133,1004.9551,11.501668,9.243335,0.0,0.0,5.535002,4.713334,13,0,0,0,0,0,0
727180,2019-01-23,20:54:59,-20.339993,1001.0983,1008.1568,5.578334,36.519997,1.4800007,79.2,59.428333,-16.533333,189,1,1,1,0,0,0
915650,2019-01-23,20:54:59,18.501669,987.4787,1003.6301,23.350004,4.4066663,0.36000007,0.0,75.18168,19.380003,140,0,1,0,0,0,0
766790,2019-01-23,20:54:59,-7.1999984,780.1995,1013.6006,12.703333,9.889997,0.01999999,0.0,50.144978,3.5899992,39,0,1,0,0,0,0
637140,2019-01-23,20:54:59,1.9916668,1016.50665,992.17847,22.060005,10.596666,0.0,0.0,59.95332,16.366663,183,0,0,0,0,0,0
524460,2019-01-23,20:54:59,-21.838171,938.1004,1035.3005,40.12909,10.06727,0.019999992,0.0,71.09455,-12.719997,263,1,1,0,0,0,0
548430,2019-01-23,20:54:59,-10.23167,1026.3582,1028.3994,15.973333,11.998335,0.01999999,0.0,50.13166,-2.8099997,95,1,1,0,0,0,0
916990,2019-01-23,20:54:59,21.755,982.5135,1009.365,48.09,18.519997,0.0,0.0,58.598335,24.654995,313,0,0,0,0,0,0
259270,2019-01-23,20:54:59,-12.990909,1006.4165,1006.06354,30.707272,24.749086,0.07999997,20.700003,50.26726,-10.210908,225,1,1,1,0,0,0
319420,2019-01-23,20:54:59,-17.054235,1041.9471,1005.04266,44.269478,16.46949,0.17000005,0.0,66.549164,-13.284742,117,1,1,0,0,0,0
206740,2019-01-23,20:54:59,-29.819998,1007.8633,1010.8994,12.488329,28.339998,0.09999994,9.0,50.148327,-27.735004,199,1,1,1,0,0,0
513790,2019-01-23,20:54:59,-23.399992,1021.9915,1038.7722,25.581669,8.898333,0.01999999,0.0,50.103344,-20.258333,35,1,1,0,0,0,0
408110,2019-01-23,20:54:59,2.858333,1013.80054,1016.5,8.933332,2.1783333,0.0,0.0,70.11834,8.144999,109,0,0,0,0,0,0
421110,2019-01-23,20:54:59,0.46833336,936.1484,1015.19946,3.4399998,2.4616666,0.911333,0.0,50.115013,4.7599998,263,0,1,0,0,0,0
349290,2019-01-23,20:54:59,-6.603331,1014.2704,1019.9971,10.451666,15.240002,0.45000023,1.8000009,50.46499,-4.0483346,135,1,1,1,0,0,0
764120,2019-01-23,20:54:59,-2.974999,1011.8994,1015.3994,15.814996,5.266667,0.0,0.0,58.16333,5.1466675,81,0,0,0,0,0,0
273550,2019-01-23,20:54:59,-15.761666,1013.6006,1018.1881,16.281666,13.946666,0.07999996,5.8999963,50.479984,-13.67833,200,1,1,1,0,0,0
764125,2019-01-23,20:54:59,-1.9483335,996.91833,989.825,11.424998,5.136667,0.0,0.0,38.078323,5.735,338,0,0,0,0,0,0
30250,2019-01-23,20:54:59,0.5950002,1011.1034,1007.69116,24.931667,40.51833,0.0,0.0,5.411665,3.4433322,324,0,0,0,0,0,0
81840,2019-01-23,20:54:59,-0.89333355,1005.03204,1016.9231,8.788333,7.591666,0.18000004,0.0,50.093327,4.024998,348,0,1,0,0,0,0
104700,2019-01-23,20:54:59,-3.4583316,1018.35315,1016.3994,5.4466634,18.783329,0.15999992,0.0,50.168354,-1.5566661,137,1,1,0,0,0,0
727170,2019-01-23,20:54:59,-9.6866665,1004.3084,1006.50836,23.604998,10.879999,0.4400001,61.929996,50.125,-5.531668,356,1,1,1,0,0,0
93850,2019-01-23,20:54:59,-2.7542372,1017.4046,1014.5241,6.081354,13.284744,0.119999915,1.0,50.154236,-1.0999994,223,1,1,1,0,0,0
262890,2019-01-23,20:54:59,-11.949087,993.20953,1017.7033,6.99273,18.134546,0.09,0.0,51.541824,-9.436368,261,1,1,0,0,0,0
206750,2019-01-23,20:54:59,-36.649982,1043.8994,1046.1995,23.03333,20.416664,0.0,13.099995,50.229996,-32.166668,2,1,0,1,0,0,0
723601,2019-01-23,20:54:59,-7.535593,984.0711,1016.33575,33.1356,17.177965,0.009999995,0.0,90.67461,-0.30000004,35,1,1,0,0,0,0
723600,2019-01-23,20:54:59,-12.069491,908.97784,1018.20807,14.966103,16.99661,0.0,0.0,85.33048,-2.189831,227,1,0,0,0,0,0
724930,2019-01-23,20:54:59,0.22545455,1010.3005,1006.51074,20.549095,10.709092,0.06999998,0.0,50.16909,3.787271,268,0,1,0,0,0,0
297560,2019-01-23,20:54:59,-27.80832,1042.1984,1025.5138,34.51333,8.443335,0.0,1.6999992,62.03664,-20.175001,54,1,0,1,0,0,0
488260,2019-01-23,20:54:59,8.229999,1010.3263,1017.18646,7.163333,7.696668,0.07999996,0.0,50.25332,10.940001,57,0,1,0,0,0,0
30240,2019-01-23,20:54:59,1.7800002,985.1075,965.9295,17.985455,72.84547,0.0,0.0,35.94363,3.941817,301,0,0,0,0,0,0
724927,2019-01-23,20:54:59,-3.4966094,1019.2218,1019.8842,13.118645,7.610168,0.09000002,0.0,50.366116,1.1423726,342,0,1,0,0,0,0
724926,2019-01-23,20:54:59,-1.2593222,1011.1911,1013.71014,15.359319,8.266102,0.069999985,0.0,77.53895,2.8525424,309,0,1,0,0,0,0
157260,2019-01-23,20:54:59,-12.079999,821.00336,819.09,14.486668,13.660006,0.07999996,24.599985,90.630035,-8.486668,251,1,1,1,0,0,0
307410,2019-01-23,20:54:59,-15.329998,967.8868,1034.1456,46.80499,11.550001,0.009999995,19.5,78.02666,-12.904993,42,1,1,1,0,0,0
29240,2019-01-23,20:54:59,-13.350847,1008.68964,1009.19946,13.222035,6.803386,0.09999994,14.700008,96.806816,-11.537282,201,1,1,1,0,0,0
170220,2019-01-23,20:54:59,-1.9836364,1017.18195,1020.7069,16.34909,9.120001,0.13000008,0.1999999,98.28363,4.2036357,255,0,1,1,0,0,0
171550,2019-01-23,20:54:59,-8.574995,902.19543,1018.2849,16.848331,5.6883326,0.7900006,8.600004,95.19496,-6.9333367,147,1,1,1,0,0,0
247260,2019-01-23,20:54:59,-19.100002,999.1881,997.6932,8.673334,13.718336,0.0,0.0,57.509995,-17.64501,18,1,0,0,0,0,0
