station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-23,20:55:59,-23.898338,1025.3977,1030.2247,19.701662,10.776669,0.029999979,18.0,50.181667,-20.990002,343,1,1,1,0,0,0
160880,2019-01-23,20:55:59,-2.0450008,1011.37946,1023.28186,3.9550006,5.3716655,0.22000004,0.19999988,50.123333,-0.058333315,34,1,1,1,0,0,0
30260,2019-01-23,20:55:59,0.3166668,1006.67035,1008.1679,18.406668,27.351667,0.3899999,0.09999994,73.648346,2.4900005,71,0,1,1,0,0,0
476290,2019-01-23,20:55:59,-11.260005,1009.49664,1013.21295,36.368332,11.4,0.18000004,0.0,50.08001,-4.5199976,214,1,1,0,0,0,0
31590,2019-01-23,20:55:59,2.2450001,1000.8994,1027.6995,17.025002,18.126669,0.0,0.0,50.758358,2.7649996,47,0,0,0,0,0,0
523130,2019-01-23,20:55:59,-27.956657,930.4262,918.38,55.266655,5.8299994,0.11000002,0.0,50.516674,-21.860003,174,1,1,0,0,0,0
766793,2019-01-23,20:55:59,-7.893333,999.2833,1005.0612,11.571669,9.499999,0.0,0.0,5.858331,4.7000027,13,0,0,0,0,0,0
727180,2019-01-23,20:55:59,-20.239994,1000.88165,1008.6719,5.735001,36.88667,1.4800007,79.25498,59.191685,-16.459997,189,1,1,1,0,0,0
915650,2019-01-23,20:55:59,18.483337,987.1619,1003.60724,23.288336,4.188333,0.36000007,0.0,75.216675,19.410006,137,0,1,0,0,0,0
766790,2019-01-23,20:55:59,-7.229999,780.1995,1013.6006,12.988334,10.249999,0.01999999,0.0,50.25167,3.6199987,35,0,1,0,0,0,0
637140,2019-01-23,20:55:59,1.7999997,1015.8967,992.3764,21.96834,10.843332,0.0,0.0,59.97335,16.499996,188,0,0,0,0,0,0
524460,2019-01-23,20:55:59,-21.824987,938.1005,1035.3005,40.15667,9.616667,0.01999999,0.0,70.97834,-12.739997,260,1,1,0,0,0,0
548430,2019-01-23,20:55:59,-10.076672,1026.2261,1028.3994,15.843335,11.613336,0.01999999,0.0,50.231678,-2.7583334,93,1,1,0,0,0,0
916990,2019-01-23,20:55:59,21.734997,982.6644,1009.3103,48.57501,17.851667,0.0,0.0,58.380016,24.504992,311,0,0,0,0,0,0
259270,2019-01-23,20:55:59,-13.0,1006.42847,1006.064,30.666658,25.778326,0.07999996,20.75334,50.28998,-10.239995,227,1,1,1,0,0,0
319420,2019-01-23,20:55:59,-17.139997,1041.7212,1005.3998,42.371677,16.809998,0.17000005,0.0,66.48332,-13.319994,118,1,1,0,0,0,0
206740,2019-01-23,20:55:59,-29.808332,1007.9167,1010.8994,12.854996,29.068335,0.09999994,9.0,50.329998,-27.678337,199,1,1,1,0,0,0
513790,2019-01-23,20:55:59,-23.424992,1021.96356,1038.8005,25.31167,8.461665,0.01999999,0.0,50.185,-20.258333,39,1,1,0,0,0,0
408110,2019-01-23,20:55:59,2.9499993,1013.80054,1016.5,9.011667,1.966667,0.0,0.0,70.25001,8.129998,107,0,0,0,0,0,0
421110,2019-01-23,20:55:59,0.72833353,936.1928,1015.19946,3.5699992,2.6333323,0.91999924,0.0,50.303352,4.76,263,0,1,0,0,0,0
349290,2019-01-23,20:55:59,-6.638331,1014.04706,1020.1697,11.228333,15.216668,0.45000023,1.8000009,50.31169,-4.0583344,136,1,1,1,0,0,0
764120,2019-01-23,20:55:59,-3.024999,1011.8994,1015.3994,15.909998,5.6866674,0.0,0.0,58.39835,5.2083364,80,0,0,0,0,0,0
273550,2019-01-23,20:55:59,-15.715003,1013.5989,1018.1878,16.549995,13.858333,0.07999996,5.8999963,50.24666,-13.604997,201,1,1,1,0,0,0
764125,2019-01-23,20:55:59,-2.026667,998.0833,989.08167,11.265,5.598334,0.0,0.0,38.011658,5.7799993,338,0,0,0,0,0,0
30250,2019-01-23,20:55:59,0.545,1011.64166,1007.67816,25.061665,41.753334,0.0,0.0,5.38,3.4483328,323,0,0,0,0,0,0
