station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-30,17:08:59,-18.928324,-21.279997,1015.2048,1024.2449,16.13333,10.901661,0.009999995,14.393341,50.731644,0,1,1,1,0,0,0
160880,2019-01-30,17:08:59,4.85,0.6816666,1011.7616,1024.23,5.550001,4.9383326,0.0,0.09999994,50.91333,0,0,0,1,0,0,0
30260,2019-01-30,17:08:59,5.8883357,3.5500019,1013.5848,1010.3994,25.004995,22.679995,0.32999995,0.0,50.49834,0,0,1,0,0,0,0
476290,2019-01-30,17:08:59,-2.158332,-7.5583344,1008.6307,1012.5752,37.268326,9.443333,0.04999997,0.0,50.273354,0,1,1,0,0,0,0
31590,2019-01-30,17:08:59,2.9500015,2.4400003,1038.8268,1037.7086,11.606665,12.164998,0.0,0.0,72.640015,0,0,0,0,0,0,0
523130,2019-01-30,17:08:59,-19.299988,-26.879992,924.6184,914.49164,46.686665,3.8333342,0.0,0.0,49.729992,0,1,0,0,0,0,0
766793,2019-01-30,17:08:59,5.98,-7.021672,1001.32324,1004.5,15.218331,12.363332,0.17000005,0.0,50.824997,0,0,1,0,0,0,0
727180,2019-01-30,17:08:59,-9.539997,-14.920001,1007.7286,1010.36816,27.616667,10.046664,0.069999985,41.35999,57.298313,0,1,1,1,0,0,0
766790,2019-01-30,17:08:59,2.7166677,-8.325005,780.5,1014.5,11.066667,5.4966664,0.0,0.0,69.49002,0,0,0,0,0,0,0
915650,2019-01-30,17:08:59,5.3633347,-0.010000017,1038.3566,1007.5,28.743338,9.356663,0.0,0.0,26.236662,0,0,0,0,0,0,0
637140,2019-01-30,17:08:59,16.598341,2.5466669,990.6113,989.5103,24.866667,12.286667,0.0,0.0,32.443333,0,0,0,0,0,0,0
524460,2019-01-30,17:08:59,-14.239999,-24.246662,939.193,1035.9348,39.098328,10.918331,0.0,0.0,43.373344,0,1,0,0,0,0,0
548430,2019-01-30,17:08:59,-6.7350006,-16.060001,1027.162,1029.1995,17.725,13.695003,0.009999995,0.0,59.056652,0,1,1,0,0,0,0
259270,2019-01-30,17:08:59,-13.771668,-17.17167,1003.3994,1009.52844,36.110004,16.519999,0.40999988,21.0,66.31001,0,1,1,1,0,0,0
