station,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,cldc,wnddir,frost,rain,snow,hail,thunder,tornado
286880,2019-01-30,17:09:59,-18.993326,-21.123331,1015.4801,1024.1506,15.668334,11.248334,0.009999995,14.400007,51.019985,0,1,1,1,0,0,0
160880,2019-01-30,17:09:59,4.808332,0.66666704,1011.7232,1024.2178,5.2150016,4.753333,0.0,0.09999994,50.74664,0,0,0,1,0,0,0
30260,2019-01-30,17:09:59,5.898336,3.5416684,1013.468,1010.3994,24.956669,22.624998,0.32999995,0.0,50.65835,0,0,1,0,0,0,0
476290,2019-01-30,17:09:59,-2.1516654,-7.4283323,1008.52026,1012.5655,37.953327,9.573334,0.04999997,0.0,50.046673,0,1,1,0,0,0,0
31590,2019-01-30,17:09:59,2.9500017,2.4533339,1039.3298,1037.4099,12.701665,12.216666,0.0,0.0,72.57665,0,0,0,0,0,0,0
523130,2019-01-30,17:09:59,-19.249989,-26.766668,924.86334,914.5419,46.194992,2.2216668,0.0,0.0,49.941666,0,1,0,0,0,0,0
766793,2019-01-30,17:09:59,6.0066657,-6.7400036,1001.12854,1004.4648,15.556667,11.373333,0.17000005,0.0,51.091675,0,0,1,0,0,0,0
727180,2019-01-30,17:09:59,-9.585003,-15.216666,1007.37665,1010.2369,27.523327,10.183336,0.069999985,41.399998,57.456688,0,1,1,1,0,0,0
766790,2019-01-30,17:09:59,2.655001,-8.150004,780.5,1014.5,11.375,5.5766664,0.0,0.0,69.59336,0,0,0,0,0,0,0
915650,2019-01-30,17:09:59,5.079999,0.004999996,1038.5502,1007.5,28.99999,9.361667,0.0,0.0,26.141666,0,0,0,0,0,0,0
637140,2019-01-30,17:09:59,16.273335,2.3,992.7052,989.7186,25.048328,11.601666,0.0,0.0,32.29334,0,0,0,0,0,0,0
524460,2019-01-30,17:09:59,-14.239997,-24.24666,939.0573,1036.0,38.99334,11.615004,0.0,0.0,43.693333,0,1,0,0,0,0,0
548430,2019-01-30,17:09:59,-6.75,-15.840006,1026.9147,1029.1669,17.574991,13.179998,0.009999995,0.0,58.99498,0,1,1,0,0,0,0
259270,2019-01-30,17:09:59,-13.631664,-17.170004,1003.3994,1009.5702,36.124996,17.033335,0.40999988,21.0,66.24168,0,1,1,1,0,0,0
916990,2019-01-30,17:09:59,24.880005,23.413326,1016.02985,1011.1006,31.516653,23.04833,0.03999998,0.0,52.66334,0,0,1,0,0,0,0
319420,2019-01-30,17:09:59,-25.015003,-29.520014,995.80054,1019.08704,44.45833,4.488334,0.0,0.0,95.70165,0,1,0,0,0,0,0
206740,2019-01-30,17:09:59,-22.758333,-24.409986,1015.0,1015.3272,16.650003,25.488338,0.069999985,8.399996,51.21168,0,1,1,1,0,0,0
513790,2019-01-30,17:09:59,-22.931675,-26.378328,1022.9516,1038.8005,25.193333,7.025003,0.009999995,0.0,51.464993,0,1,1,0,0,0,0
421110,2019-01-30,17:09:59,8.275,3.1283343,937.69946,1016.30054,5.539999,1.8133342,0.03999998,0.0,50.345005,0,0,1,0,0,0,0
408110,2019-01-30,17:09:59,9.601666,4.1349998,1013.80054,1016.5,4.6266656,5.1216674,0.0,0.0,45.353348,0,0,0,0,0,0,0
349290,2019-01-30,17:09:59,-2.7500002,-5.2733316,1016.8994,1018.0,7.660002,19.201664,0.11000002,1.5999991,51.42,0,1,1,1,0,0,0
764120,2019-01-30,17:09:59,11.180001,3.9733336,1011.19946,1014.30054,16.081667,8.233334,0.0,0.0,15.668331,0,0,0,0,0,0,0
273550,2019-01-30,17:09:59,-8.554999,-10.961664,1016.3994,1018.63007,17.708332,11.418336,0.069999985,6.8999963,95.326645,0,1,1,1,0,0,0
764125,2019-01-30,17:09:59,13.113337,3.5899987,1001.47504,989.40485,10.406668,5.190001,0.0,0.0,40.21834,0,0,0,0,0,0,0
30250,2019-01-30,17:09:59,6.2133317,3.8266675,1008.16797,1012.24976,27.581665,32.805,0.0,0.0,61.331673,0,0,0,0,0,0,0
81840,2019-01-30,17:09:59,11.566672,6.379998,1007.64514,1017.0,9.464999,8.95,0.3100001,0.0,50.054996,0,0,1,0,0,0,0
104700,2019-01-30,17:09:59,1.2799995,-1.0333328,1026.0416,1020.9231,6.523333,13.816667,0.22000004,0.0,72.50329,0,0,1,0,0,0,0
727170,2019-01-30,17:09:59,-5.095001,-9.413332,1006.6047,1006.7301,22.0,10.613334,0.13999997,21.438337,90.14836,0,1,1,1,0,0,0
93850,2019-01-30,17:09:59,1.3883328,-0.6049999,1006.9452,1014.80054,6.1533337,13.483335,0.09000002,0.79999954,50.075012,0,0,1,1,0,0,0
262890,2019-01-30,17:09:59,-11.683329,-14.01,1035.5865,1027.3368,8.364999,3.0966666,0.0,0.0,88.78664,0,1,0,0,0,0,0
206750,2019-01-30,17:09:59,-35.43,-38.96167,1017.55365,1020.2088,21.061668,12.449997,0.0,10.7000065,50.353333,0,1,0,1,0,0,0
723601,2019-01-30,17:09:59,-2.445,-11.260005,973.6336,1020.3994,28.806665,12.196666,0.09000002,0.0,71.97667,0,1,1,0,0,0,0
723600,2019-01-30,17:09:59,-4.816665,-13.57834,901.10046,1015.5705,15.40333,21.416662,0.009999995,0.0,50.434998,0,1,1,0,0,0,0
724930,2019-01-30,17:09:59,5.6549997,1.426667,1009.3994,1009.2313,18.258335,13.411666,0.03999998,0.0,78.79331,0,0,1,0,0,0,0
297560,2019-01-30,17:09:59,-22.924988,-27.813326,1002.2364,1037.5299,31.164995,2.756667,0.09000002,5.6116705,51.305,0,1,1,1,0,0,0
488260,2019-01-30,17:09:59,11.549998,8.571661,1009.5872,1018.80054,5.838334,5.383332,0.0,0.0,67.003334,0,0,0,0,0,0,0
30240,2019-01-30,17:09:59,7.055001,4.4633327,992.54675,1002.21326,30.83667,35.52,0.0,0.0,33.436665,0,0,0,0,0,0,0
724927,2019-01-30,17:09:59,0.8525424,-3.194915,1024.6731,1021.8994,14.238982,9.235594,0.009999995,0.0,77.311844,0,0,1,0,0,0,0
724926,2019-01-30,17:09:59,2.8525424,-0.72203386,1008.1932,1012.69946,10.905082,10.14915,0.009999995,0.0,51.474598,0,0,1,0,0,0,0
157260,2019-01-30,17:09:59,-0.27666655,-6.1400013,822.5,821.1169,30.814999,9.501669,0.15999992,33.0,67.320015,0,1,1,1,0,0,0
307410,2019-01-30,17:09:59,-22.44666,-24.650002,967.89154,1026.097,29.711666,11.0183325,0.04999997,12.700007,83.716675,0,1,1,1,0,0,0
29240,2019-01-30,17:09:59,-3.2966647,-5.3983335,1007.17163,1014.69946,13.693338,6.6066675,0.059999958,16.0,55.986656,0,1,1,1,0,0,0
170220,2019-01-30,17:09:59,3.4200006,-2.78,1015.525,1017.99664,16.413334,15.628329,0.3899999,0.39999977,84.840004,0,0,1,1,0,0,0
171550,2019-01-30,17:09:59,1.8199995,-0.93166643,898.89954,1011.9686,18.28833,4.321667,0.069999985,0.0,51.68168,0,0,1,0,0,0,0
247260,2019-01-30,17:09:59,-27.406658,-28.97,1000.3387,993.3016,7.228336,9.173337,0.0,0.0,65.72501,0,1,0,0,0,0,0
42210,2019-01-30,17:09:59,-1.5733333,-6.5516653,1000.38446,1004.5,21.060001,14.888331,0.0,0.0,27.898338,0,1,0,0,0,0,0
121250,2019-01-30,17:09:59,-2.1550004,-4.2149997,1035.0935,1022.59045,8.323333,12.36833,0.15999992,3.1000013,75.534966,0,1,1,1,0,0,0
423790,2019-01-30,17:09:59,11.873337,7.1000037,1041.3398,1017.1156,5.678333,3.6216674,0.0,0.0,91.61999,0,0,0,0,0,0,0
724920,2019-01-30,17:09:59,2.377967,-0.58813554,1018.07477,1019.022,19.496614,8.28305,0.09999994,0.0,51.313553,0,0,1,0,0,0,0
724917,2019-01-30,17:09:59,4.7000012,0.70000035,1014.33453,1020.12384,29.340008,8.188334,0.09000002,0.0,73.34167,0,0,1,0,0,0,0
724916,2019-01-30,17:09:59,1.5416663,-5.915001,1003.3252,1019.7369,31.043331,11.953334,0.0,0.0,15.8666725,0,0,0,0,0,0,0
30230,2019-01-30,17:09:59,7.461667,4.5833344,990.06287,989.7718,7.928334,56.039993,0.26000017,0.0,59.58168,0,0,1,0,0,0,0
724915,2019-01-30,17:09:59,4.983334,0.33333316,1006.3354,1007.00476,21.51334,11.46,0.059999958,0.0,90.17833,0,0,1,0,0,0,0
157250,2019-01-30,17:09:59,-3.0500004,-9.123335,806.9915,804.66516,34.623325,12.546666,0.0,21.438337,97.54671,0,1,0,1,0,0,0
